,review,score,source,cleaned_review,cleaned_reduced_review,cleaned_review_length,tokens,padded_tokens
992,Lasted one day and then blew up.,0,amz,Lasted one day and then blew up,lasted one day blew,7,"[4171, 7, 151, 1407]","[4171    7  151 1407    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2053,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,yelp,They have horrible attitudes towards customers and talk down to each one when customers dont enjoy their food,horrible attitudes towards customers talk one customers dont enjoy food,18,"[134, 1188, 999, 1773, 166, 7, 1773, 18, 402, 9]","[ 134 1188  999 1773  166    7 1773   18  402    9    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1499,Later I found myself lost in the power of the film.  ,1,imdb,Later I found myself lost in the power of the film  ,later found lost power film,11,"[471, 133, 399, 737, 6]","[471 133 399 737   6   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2302,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,yelp,The potato chip order was sad I could probably count how many chips were in that box and it was probably around 12,potato chip order sad could probably count many chips box probably around 12,23,"[477, 4172, 254, 535, 42, 140, 4173, 77, 421, 1774, 140, 106, 481]","[ 477 4172  254  535   42  140 4173   77  421 1774  140  106  481    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1905,"One of the most boring,pointless movies I have ever seen.  ",0,imdb,One of the most boringpointless movies I have ever seen  ,one boringpointless movies ever seen,10,"[7, 4174, 68, 21, 94]","[   7 4174   68   21   94    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1093,There was NOTHING believable about it at all.  ,0,imdb,There was NOTHING believable about it at all  ,nothing believable,8,"[102, 549]","[102 549   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1384,They could be used as exemplars for any set designer.  ,1,imdb,They could be used as exemplars for any set designer  ,could used exemplars set designer,10,"[42, 90, 4175, 390, 4176]","[  42   90 4175  390 4176    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2431,We loved the biscuits!!!,1,yelp,We loved the biscuits,loved biscuits,4,"[109, 4177]","[ 109 4177    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1738,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,imdb,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted  ,plot holes pair fishnet stockings direction editing astonishingly ham fisted,20,"[87, 514, 764, 4178, 4179, 720, 511, 4180, 4181, 4182]","[  87  514  764 4178 4179  720  511 4180 4181 4182    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2647,Food was average at best.,0,yelp,Food was average at best,food average best,5,"[9, 423, 22]","[  9 423  22   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1503,The rest of the cast also play well.  ,1,imdb,The rest of the cast also play well  ,rest cast also play well,8,"[503, 178, 19, 251, 15]","[503 178  19 251  15   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2564,Generous portions and great taste.,1,yelp,Generous portions and great taste,generous portions great taste,5,"[816, 831, 3, 224]","[816 831   3 224   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1631,But it wasn't until I watched this film that I realised how great he actually was.  ,1,imdb,But it wasnt until I watched this film that I realised how great he actually was  ,wasnt watched film realised great actually,16,"[105, 237, 6, 4183, 3, 171]","[ 105  237    6 4183    3  171    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2102,"Best Buffet in town, for the price you cannot beat it.",1,yelp,Best Buffet in town for the price you cannot beat it,best buffet town price cannot beat,11,"[22, 265, 393, 62, 389, 613]","[ 22 265 393  62 389 613   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2515,The food is very good for your typical bar food.,1,yelp,The food is very good for your typical bar food,food good typical bar food,10,"[9, 2, 1517, 385, 9]","[   9    2 1517  385    9    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
266,Returned 8 hours later.,0,amz,Returned 8 hours later,returned 8 hours later,4,"[1653, 611, 326, 471]","[1653  611  326  471    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1033,"Actually, the graphics were good at the time.  ",1,imdb,Actually the graphics were good at the time  ,actually graphics good time,8,"[171, 548, 2, 10]","[171 548   2  10   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1829,Trumbull on I LOVE LUCY).  ,1,imdb,Trumbull on I LOVE LUCY  ,trumbull love lucy,5,"[4184, 32, 1251]","[4184   32 1251    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2585,Great food and great service in a clean and friendly setting.,1,yelp,Great food and great service in a clean and friendly setting,great food great service clean friendly setting,11,"[3, 9, 3, 13, 430, 93, 1076]","[   3    9    3   13  430   93 1076    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1844,"With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1,imdb,With great sound effects and impressive special effects I cant recommend this movie enough  ,great sound effects impressive special effects cant recommend movie enough,14,"[3, 40, 327, 645, 209, 327, 65, 37, 4, 54]","[  3  40 327 645 209 327  65  37   4  54   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2107,The ambience is wonderful and there is music playing.,1,yelp,The ambience is wonderful and there is music playing,ambience wonderful music playing,9,"[1448, 91, 188, 570]","[1448   91  188  570    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2640,The Macarons here are insanely good.,1,yelp,The Macarons here are insanely good,macarons insanely good,6,"[4185, 4186, 2]","[4185 4186    2    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2214,Extremely Tasty!,1,yelp,Extremely Tasty,extremely tasty,2,"[290, 304]","[290 304   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
144,The phone takes FOREVER to charge like 2 to 5 hours literally.,0,amz,The phone takes FOREVER to charge like 2 to 5 hours literally,phone takes forever charge like 2 5 hours literally,12,"[5, 739, 1112, 190, 8, 97, 180, 326, 404]","[   5  739 1112  190    8   97  180  326  404    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,amz,The battery is working well as a replacement for the original that came with the phone over 2 years ago,battery working well replacement original came phone 2 years ago,20,"[47, 276, 15, 1057, 264, 59, 5, 97, 107, 305]","[  47  276   15 1057  264   59    5   97  107  305    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1973,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,imdb,This one wants to surf on the small wave of space movies in 1998 Deep Impact and Armageddon and this one fails everywhere  ,one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere,23,"[7, 1775, 4187, 196, 1744, 1092, 68, 4188, 1776, 4189, 4190, 7, 391, 1527]","[   7 1775 4187  196 1744 1092   68 4188 1776 4189 4190    7  391 1527
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
247,Nice headphones for the price and they work great!,1,amz,Nice headphones for the price and they work great,nice headphones price work great,9,"[30, 604, 62, 26, 3]","[ 30 604  62  26   3   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
373,The worst phone I've ever had.... Only had it for a few months.,0,amz,The worst phone Ive ever had Only had it for a few months,worst phone ive ever months,13,"[63, 5, 24, 21, 615]","[ 63   5  24  21 615   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
380,Great Hands Free Device.,1,amz,Great Hands Free Device,great hands free device,4,"[3, 320, 502, 252]","[  3 320 502 252   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2547,"not even a ""hello, we will be right with you.""",0,yelp,not even a hello we will be right with you,even hello right,10,"[17, 4191, 75]","[  17 4191   75    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
320,I am also very happy with the price.,1,amz,I am also very happy with the price,also happy price,8,"[19, 123, 62]","[ 19 123  62   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2239,"Everyone is very attentive, providing excellent customer service.",1,yelp,Everyone is very attentive providing excellent customer service,everyone attentive providing excellent customer service,8,"[177, 428, 4192, 39, 296, 13]","[ 177  428 4192   39  296   13    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
636,These are fabulous!,1,amz,These are fabulous,fabulous,3,[1665],"[1665    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
1587,There is no plot here to keep you going in the first place.  ,0,imdb,There is no plot here to keep you going in the first place  ,plot keep going first place,13,"[87, 472, 60, 33, 11]","[ 87 472  60  33  11   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1331,"For those that haven't seen it, don't waste your time!  ",0,imdb,For those that havent seen it dont waste your time  ,havent seen dont waste time,10,"[542, 94, 18, 64, 10]","[542  94  18  64  10   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2841,The food came out at a good pace.,1,yelp,The food came out at a good pace,food came good pace,8,"[9, 59, 2, 876]","[  9  59   2 876   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
2637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,yelp,I was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,proven dead wrong sushi bar quality great service fast food impeccable,25,"[4193, 480, 415, 280, 385, 23, 3, 13, 235, 9, 4194]","[4193  480  415  280  385   23    3   13  235    9 4194    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2614,An absolute must visit!,1,yelp,An absolute must visit,absolute must visit,4,"[4195, 202, 681]","[4195  202  681    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
2282,I waited and waited.,0,yelp,I waited and waited,waited waited,4,"[365, 365]","[365 365   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]"
1214,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1,imdb,Ray Charles life provided excellent biographical material for the film which goes well beyond being just another movie about a musician  ,ray charles life provided excellent biographical material film goes well beyond another movie musician,21,"[750, 751, 100, 947, 39, 4196, 1404, 6, 740, 15, 476, 154, 4, 4197]","[ 750  751  100  947   39 4196 1404    6  740   15  476  154    4 4197
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
430,Fantastic earphones.,1,amz,Fantastic earphones,fantastic earphones,2,"[197, 4198]","[ 197 4198    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0]"
